customer_id,first_name,last_name,segment,city,state,country,zipcode,street,latitude,longitude
7795,Sandra,Smith,Corporate,Honolulu,HI,EE. UU.,96822,1134 Misty River Woods,21.30562019,-157.8386993
20655,Whitney,Collins,Corporate,Mentor,OH,EE. UU.,44060,5808 Silver Rise Circuit,41.71363831,-81.36167908
2454,Kyle,Curtis,Corporate,Santa Clara,CA,EE. UU.,95051,3180 Golden Cider Circle,37.34306717,-121.9839325
150,Mary,Smith,Corporate,Union,NJ,EE. UU.,7083,5593 Indian Trail,33.68896103,-117.9957428
10671,Timothy,Moses,Corporate,Long Beach,CA,EE. UU.,90805,1987 Grand Alley,33.79319763,-118.1895294
11924,Mary,Ramos,Corporate,Westminster,CA,EE. UU.,92683,4463 Cotton Quail Forest,33.75820923,-118.0019073
16086,Aimee,Terrell,Corporate,Pompano Beach,FL,EE. UU.,33068,5875 Grand Campus,26.21472931,-80.23004913
10699,Mary,Lee,Consumer,Jacksonville,FL,EE. UU.,32225,7320 Wishing Rise Mall ,30.35342217,-81.51309204
7454,Andrew,Kim,Corporate,West Covina,CA,EE. UU.,91790,7094 Round Carrefour,34.06787491,-117.9273758
5138,William,Rivera,Corporate,Ventura,CA,EE. UU.,93003,3367 Easy Pines,34.24124908,-119.1945419
8696,Mary,Pope,Corporate,Washington,DC,EE. UU.,20009,4776 Crystal River Stead,38.91826248,-77.03946686
2329,Mary,Smith,Corporate,Valrico,FL,EE. UU.,33594,7312 Umber Prairie Wynd,27.96565437,-82.25280762
12431,Mary,Rios,Corporate,Kaneohe,HI,EE. UU.,96744,1221 Cinder Pines,21.41555023,-157.803894
9467,Billy,Butler,Home Office,Caguas,PR,Puerto Rico,725,1112 Cinder Woods,18.24503517,-66.3706131
9114,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,1425 Fallen Fox Arbor,18.2848053,-66.37059021
2546,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,4694 Burning Front,18.20116615,-66.37051392
2240,Edward,West,Home Office,Caguas,PR,Puerto Rico,725,7293 Lazy Hill,18.28177071,-66.3705368
11650,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,482 Easy Avenue,18.22202492,-66.37055969
11292,William,Saunders,Home Office,Caguas,PR,Puerto Rico,725,7971 Foggy Highway,18.23452568,-66.37062073
6405,Mary,Anderson,Home Office,Caguas,PR,Puerto Rico,725,9234 Green Farm,18.28764534,-66.3706131
10018,Gregory,Rodriguez,Home Office,Caguas,PR,Puerto Rico,725,1632 Green Fawn Corners,18.24069786,-66.37055969
542,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,2991 Silent Deer Landing,18.35921478,-66.07779694
1070,Shawn,Huffman,Home Office,Caguas,PR,Puerto Rico,725,3332 Heather Road,18.24146652,-66.3705368
6871,Gregory,Bowman,Home Office,Caguas,PR,Puerto Rico,725,4114 Lost Blossom Farms,18.26157761,-66.37051392
5564,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,3282 Silent Autoroute,18.23062706,-66.37049866
7955,Mary,Rios,Home Office,Caguas,PR,Puerto Rico,725,9505 Broad Timber Highlands,18.28871346,-66.37050629
5870,John,Hughes,Home Office,Caguas,PR,Puerto Rico,725,9005 Old Robin Plaza,18.2865181,-66.37051392
11776,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,7962 Thunder Zephyr Bend,18.2077198,-66.37060547
7060,Virginia,Carroll,Home Office,Caguas,PR,Puerto Rico,725,5958 Emerald Nook,18.26106262,-66.3705368
3466,Evelyn,Smith,Home Office,Caguas,PR,Puerto Rico,725,907 Merry Forest Way,18.29281044,-66.3705368
6310,Jerry,Deleon,Home Office,Caguas,PR,Puerto Rico,725,772 Rustic Lagoon Crossing,18.25740433,-66.37059784
9029,Mary,Bryan,Home Office,Caguas,PR,Puerto Rico,725,285 Crystal Circuit,18.26050758,-66.37062073
295,Julie,Tanner,Home Office,Caguas,PR,Puerto Rico,725,8172 Gentle Elk Beach,18.35129356,-65.96311951
9011,Mary,Smith,Home Office,Caguas,PR,Puerto Rico,725,5959 Harvest Forest Boulevard,18.22377396,-66.37060547
14915,Octavia,French,Consumer,Caguas,PR,Puerto Rico,725,9126 Wishing Expressway,18.27996063,-66.0370636
9619,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,190 Heather View,18.27352142,-66.3705368
1566,Mary,Simon,Consumer,Caguas,PR,Puerto Rico,725,7595 Cotton Log Row,18.27092362,-66.37060547
778,John,Buckley,Consumer,Caguas,PR,Puerto Rico,725,9598 Cinder Close,18.2275734,-66.0437088
2363,Mary,Frazier,Consumer,Caguas,PR,Puerto Rico,725,5700 Little Circle,18.28501892,-66.37060547
5898,Emily,Jacobs,Consumer,Caguas,PR,Puerto Rico,725,3980 High Line,18.25903893,-66.3706131
1948,Peter,Smith,Consumer,Caguas,PR,Puerto Rico,725,5953 Broad Close,18.258358,-66.37052918
1820,Mary,Hill,Consumer,Caguas,PR,Puerto Rico,725,8370 Golden Goose Place,18.20012474,-66.37051392
14770,Kelsie,Tate,Consumer,Caguas,PR,Puerto Rico,725,4369 Bright Log Estates,18.253479,-66.03704834
1962,Marie,Smith,Consumer,Caguas,PR,Puerto Rico,725,1794 High Diversion,18.26423073,-66.37058258
7175,Judy,Webb,Consumer,Caguas,PR,Puerto Rico,725,2861 Velvet Pointe,18.26229858,-66.37057495
1222,Michael,Garcia,Consumer,Caguas,PR,Puerto Rico,725,9026 Little Avenue,18.23555565,-66.37051392
487,Kenneth,Brown,Consumer,Caguas,PR,Puerto Rico,725,6183 Little Passage,18.35419464,-66.07129669
2217,Mary,Martinez,Consumer,Caguas,PR,Puerto Rico,725,6232 Red Rise Rise,18.26428604,-66.37057495
2918,Mary,Myers,Consumer,Caguas,PR,Puerto Rico,725,2519 Cinder Orchard,18.20765305,-66.37055969
14824,Jaime,Todd,Consumer,Caguas,PR,Puerto Rico,725,1395 Cozy River Carrefour,18.27635384,-66.03704834
2078,Roger,Morales,Consumer,San Juan,PR,Puerto Rico,921,1655 Sleepy Pine Common,18.38596916,-66.0940094
10497,Justin,Pena,Consumer,Caguas,PR,Puerto Rico,725,7869 Round Cider Square,18.25274658,-66.37055206
4695,Hannah,Guerra,Consumer,Caguas,PR,Puerto Rico,725,911 Rustic Round,18.27530479,-66.37059784
9857,Lawrence,Deleon,Consumer,Caguas,PR,Puerto Rico,725,4780 Cinder Treasure Highway,18.2621975,-66.37055969
2168,Mary,Reynolds,Consumer,Caguas,PR,Puerto Rico,725,4854 Tawny Cove,18.28342247,-66.37062836
4078,Mary,Gallegos,Consumer,Caguas,PR,Puerto Rico,725,4393 Pleasant Pioneer Avenue,18.20552635,-66.37062836
11887,Christopher,Smith,Consumer,Caguas,PR,Puerto Rico,725,5131 Hazy Dale Parade,18.28616905,-66.37050629
6588,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,1116 Silent Crest,18.21555901,-66.37050629
7167,Harold,Medina,Consumer,Caguas,PR,Puerto Rico,725,9539 Velvet Trace,18.21617508,-66.3706131
1459,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,4485 Noble Fawn Highway,18.28969574,-66.37051392
548,Ryan,Horton,Consumer,Caguas,PR,Puerto Rico,725,9022 Foggy Dell,18.35910034,-66.07790375
5224,Jane,Green,Consumer,Caguas,PR,Puerto Rico,725,3796 Rustic Autoroute,18.24693489,-66.37058258
2686,Mary,Coffey,Consumer,Caguas,PR,Puerto Rico,725,8497 Emerald Grove Pines,18.27720451,-66.3706131
468,Mary,Stone,Consumer,Caguas,PR,Puerto Rico,725,4791 Harvest Quail Limits,18.22757721,-66.04562378
1260,Kelly,Calderon,Consumer,Caguas,PR,Puerto Rico,725,6567 High Lagoon Heath,18.22154045,-66.37063599
3050,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,7885 Misty Knoll,18.28162766,-66.37056732
10308,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,1612 Golden Willow Crest,18.27949333,-66.37052918
6428,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,3567 Heather Knoll,18.24738884,-66.37057495
387,Mary,Levy,Consumer,Caguas,PR,Puerto Rico,725,9460 Hidden Landing,18.24751091,-66.02523804
2270,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,9297 Burning Extension,18.2270546,-66.3705368
482,Megan,Moreno,Consumer,Caguas,PR,Puerto Rico,725,1591 Foggy Meadow,18.22757721,-66.04562378
1956,Mary,Clay,Consumer,Caguas,PR,Puerto Rico,725,555 Colonial Butterfly Highway,18.22216415,-66.37050629
7466,Mary,Warren,Consumer,Caguas,PR,Puerto Rico,725,139 Little Bear Chase,18.22205734,-66.37054443
8224,Edward,Chang,Consumer,Caguas,PR,Puerto Rico,725,1285 Noble Pointe,18.25374222,-66.37052155
6365,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,100 Jagged Cloud Pathway,18.24692345,-66.37057495
3490,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,1132 Harvest Front,18.2378273,-66.37050629
1596,John,Hammond,Consumer,Caguas,PR,Puerto Rico,725,7094 Misty Wynd,18.25463486,-66.37058258
3969,Carl,Smith,Consumer,Vega Baja,PR,Puerto Rico,693,7774 Dewy Line,18.44484711,-66.38641357
9342,Teresa,Grant,Consumer,Caguas,PR,Puerto Rico,725,3684 Old River Crossing,18.28811264,-66.37052918
2028,Cynthia,Smith,Consumer,Caguas,PR,Puerto Rico,725,2762 Umber Cloud Glen,18.26673508,-66.37054443
3940,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,7258 Burning Dale Mountain,18.21918869,-66.37059021
8293,Nathan,Mahoney,Consumer,Caguas,PR,Puerto Rico,725,3593 Blue Brook Acres,18.27349854,-66.3705368
9962,Diana,Smith,Consumer,Caguas,PR,Puerto Rico,725,1475 Red Creek Stead,18.20230675,-66.37059021
8098,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,7761 Silent Hickory Drive,18.29667473,-66.37059784
8348,Mary,Maddox,Consumer,Caguas,PR,Puerto Rico,725,4703 Old Route,18.24366379,-66.37059021
653,Jason,Haas,Consumer,Caguas,PR,Puerto Rico,725,9420 Velvet Lagoon Trail,18.2256279,-66.04746246
8645,Andrew,Johnston,Consumer,Caguas,PR,Puerto Rico,725,2337 Indian Inlet,18.26177788,-66.37062836
1275,Amanda,Smith,Consumer,Caguas,PR,Puerto Rico,725,7190 Silver Horse Glade,18.25260544,-66.37054443
11189,Mary,Hammond,Consumer,Caguas,PR,Puerto Rico,725,3760 Stony Promenade,18.29477692,-66.3706131
5988,Melissa,Miller,Consumer,Caguas,PR,Puerto Rico,725,5434 Grand Common,18.29958344,-66.37057495
9726,Steven,Smith,Consumer,Caguas,PR,Puerto Rico,725,4097 Middle Spring Centre,18.24162674,-66.37054443
5113,Judith,Osborne,Consumer,Caguas,PR,Puerto Rico,725,8924 Easy Treasure Nook,18.28249931,-66.37054443
7202,Beverly,Smith,Consumer,Caguas,PR,Puerto Rico,725,3506 Heather Berry Round,18.22836685,-66.3706131
1173,Mary,Silva,Consumer,Caguas,PR,Puerto Rico,725,7800 Hazy Lake Acres,18.24680519,-66.37059021
13597,Sara,Mejia,Consumer,Caguas,PR,Puerto Rico,725,4520 Quiet Grounds,18.21118736,-66.03705597
4047,Marilyn,Potter,Consumer,Caguas,PR,Puerto Rico,725,1155 Cotton Inlet,18.24645615,-66.37052918
6594,Rebecca,Austin,Consumer,Caguas,PR,Puerto Rico,725,896 Thunder Knoll,18.25728226,-66.37054443
1186,Mary,Soto,Consumer,Caguas,PR,Puerto Rico,725,472 Cinder Sky Farm,18.20616531,-66.3705368
4279,Jack,Meyer,Consumer,Caguas,PR,Puerto Rico,725,6080 Old Bay,18.29564285,-66.37054443
4151,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,4251 Sleepy View Alley,18.23519516,-66.37062073
14848,Karina,Harper,Consumer,Caguas,PR,Puerto Rico,725,432 Dusty Glen,18.26007843,-66.03705597
4697,Kathryn,Singh,Consumer,Caguas,PR,Puerto Rico,725,6774 Noble Branch Knoll,18.23197174,-66.37056732
5887,Mary,Peters,Consumer,Caguas,PR,Puerto Rico,725,9494 Bright Stead,18.22748947,-66.37056732
8524,Ruth,Farrell,Consumer,Caguas,PR,Puerto Rico,725,1453 Lazy Cider Hill,18.24496079,-66.3705368
4126,John,Stokes,Consumer,Caguas,PR,Puerto Rico,725,9920 Little Lane,18.22985077,-66.37062073
3207,Stephen,Smith,Consumer,Caguas,PR,Puerto Rico,725,1812 Sunny River Wharf,18.2062397,-66.37052918
12310,Ralph,Nielsen,Consumer,Caguas,PR,Puerto Rico,725,6639 Clear Fawn Grounds,18.2316761,-66.37062073
8397,Amber,Smith,Consumer,Caguas,PR,Puerto Rico,725,3440 Clear Moor,18.24105072,-66.37055969
6306,Donna,Browning,Consumer,Caguas,PR,Puerto Rico,725,8569 Umber Fox Common,18.25338554,-66.37062073
8002,Margaret,Martinez,Consumer,Caguas,PR,Puerto Rico,725,3412 Golden Orchard,18.26959801,-66.37054443
12382,Jennifer,Smith,Consumer,Caguas,PR,Puerto Rico,725,3413 Silver Lake Carrefour,18.21268654,-66.37055969
7844,Scott,Smith,Consumer,Mayaguez,PR,Puerto Rico,680,2681 Cinder By-pass,18.20005035,-67.14024353
3329,Joshua,Smith,Consumer,Caguas,PR,Puerto Rico,725,9709 Dewy Pointe,18.28710365,-66.37055206
9429,George,Terrell,Consumer,Caguas,PR,Puerto Rico,725,4429 Lost Elk Front,18.22939873,-66.37059784
8677,Cynthia,Mccoy,Consumer,Caguas,PR,Puerto Rico,725,8696 Bright Dale Pointe,18.26259232,-66.37062836
437,Cynthia,Benjamin,Consumer,Caguas,PR,Puerto Rico,725,2721 Dewy Panda Manor,18.2241478,-66.0471344
2538,Kelly,Williams,Consumer,Caguas,PR,Puerto Rico,725,4545 Quaking Hickory Ledge,18.21200752,-66.37059021
4280,Mary,Mccoy,Consumer,Arecibo,PR,Puerto Rico,612,6289 Rocky Way,18.46923065,-66.727211
8992,Maria,Summers,Consumer,Caguas,PR,Puerto Rico,725,7969 Thunder Butterfly Mall ,18.20371819,-66.37052155
6466,Susan,Meyer,Consumer,Caguas,PR,Puerto Rico,725,3662 Middle Willow Promenade,18.21478081,-66.37056732
11438,Mary,Pugh,Consumer,Caguas,PR,Puerto Rico,725,6001 Iron Diversion,18.2421093,-66.37052155
9524,Mary,Nelson,Consumer,Caguas,PR,Puerto Rico,725,5407 Sunny Wagon  Valley,18.29685593,-66.37057495
2464,Teresa,Warner,Consumer,Caguas,PR,Puerto Rico,725,6534 Cinder Campus,18.25239372,-66.37055206
11426,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,8663 Crystal Bluff Walk,18.26480103,-66.37057495
11664,Mary,Smith,Consumer,Caguas,PR,Puerto Rico,725,3180 Golden Cider Circle,18.28333664,-66.3705368
3770,Mary,Johnson,Consumer,San Sebastian,PR,Puerto Rico,685,2383 Crystal Panda Mount,18.33710861,-66.99221802
4248,Jonathan,Smith,Consumer,Eugene,OR,EE. UU.,97402,72 Noble Path,44.05007172,-123.1093521
6473,Mary,Castillo,Consumer,Long Beach,CA,EE. UU.,90806,870 Amber Quail Circuit,33.78982544,-118.1819992
12288,Karen,Smith,Consumer,Algonquin,IL,EE. UU.,60102,1726 Velvet Thicket,42.17575073,-88.32157135
7764,Mary,Wilson,Consumer,Indianapolis,IN,EE. UU.,46227,6163 Lazy Pointe,39.64605331,-86.11961365
11720,Mary,Smith,Consumer,Los Angeles,CA,EE. UU.,90003,5530 Emerald Elk Mews,33.9598465,-118.3780823
3935,Harold,Hayes,Consumer,Buena Park,CA,EE. UU.,90620,3740 Velvet Rise,34.13899231,-118.3884659
9419,Mary,Smith,Consumer,Brooklyn,NY,EE. UU.,11207,6269 Harvest Shadow Meadow,40.66577148,-73.89246368
10549,Mary,Atkinson,Consumer,Baltimore,MD,EE. UU.,21206,8773 Colonial Shadow Maze,39.13785553,-76.81587219
4909,Mary,Smith,Consumer,Phoenix,AZ,EE. UU.,85035,1606 Rocky Shadow Ledge,33.47337341,-112.1697769
5854,Mary,Smith,Consumer,Fullerton,CA,EE. UU.,92833,5803 Umber Meadow,33.87593842,-118.0005798
3066,Mary,Smith,Consumer,Baltimore,MD,EE. UU.,21218,1221 High Crest,39.27495956,-76.61506653
11431,Willie,Sanders,Consumer,Sacramento,CA,EE. UU.,95823,5098 Lazy Pathway,38.48671341,-121.459343
9906,Richard,Smith,Consumer,Chicago,IL,EE. UU.,60614,3957 Emerald Spring Nook,41.89535523,-87.72576141
587,Patrick,Smith,Consumer,Ogden,UT,EE. UU.,84404,7814 Colonial Autumn Line,41.28277206,-112.1233444
1240,Mary,Warner,Consumer,Raleigh,NC,EE. UU.,27610,2538 Quaking Hills Ramp,35.81178284,-78.5975647
8806,Amber,Diaz,Consumer,Virginia Beach,VA,EE. UU.,23455,6174 Bright Vista,36.85530472,-76.1946106
341,Mary,Smith,Consumer,Carlsbad,CA,EE. UU.,92009,141 Dewy Plaza,33.10355759,-117.2678757
3064,Sandra,Smith,Consumer,Hacienda Heights,CA,EE. UU.,91745,3922 Grand Crescent,33.97114563,-117.9650879
10614,James,Smith,Consumer,Union City,NJ,EE. UU.,7087,1870 Crystal Blossom Towers,40.7615242,-74.03826904
10563,Mary,Smith,Consumer,Hollywood,FL,EE. UU.,33023,8093 Old Autumn Green,25.97953987,-80.19422913
11002,Alexander,Smith,Consumer,Bolingbrook,IL,EE. UU.,60440,7658 Hazy Mountain Plaza,41.7258606,-88.06419373
11486,Mary,Smith,Consumer,West Lafayette,IN,EE. UU.,47906,8153 Golden Timber Parkway,40.4853096,-87.05938721
1759,Mary,Barnett,Consumer,Astoria,NY,EE. UU.,11103,1040 Quaking Mountain Heath,40.76861954,-73.90949249
10659,Barbara,Beck,Consumer,Newark,NJ,EE. UU.,7105,4770 Hidden Heath,45.5898819,-122.7153473
8899,Cynthia,Brown,Consumer,San Jose,CA,EE. UU.,95127,4110 Hidden Private,37.37883377,-121.8303375
3315,Andrew,Butler,Consumer,Woodbridge,VA,EE. UU.,22192,8212 Broad Circle,37.62722778,-77.32672882
10051,Kathryn,Smith,Consumer,Weslaco,TX,EE. UU.,78596,9188 Red Highway,26.16252518,-97.98887634
6402,Mary,Frazier,Consumer,Jamaica,NY,EE. UU.,11432,4599 Grand Route,40.70798492,-73.78303528
4021,Catherine,Shelton,Consumer,Lakewood,OH,EE. UU.,44107,9699 Cotton Autoroute,40.52737045,-81.26895905
5929,Mary,Shepherd,Consumer,Miami,FL,EE. UU.,33186,18 Golden Point,25.77437019,-80.19377899
4195,Katherine,Lawrence,Consumer,Dallas,TX,EE. UU.,75243,672 Umber Vista,32.9131012,-96.73959351
7464,Mary,Ramirez,Consumer,Bell Gardens,CA,EE. UU.,90201,6502 Hazy Promenade,33.97483063,-118.1829376
11592,Mary,Smith,Consumer,Portland,OR,EE. UU.,97223,5588 Merry Panda Park,45.44815064,-122.7694931
11715,Mary,Smith,Consumer,San Jose,CA,EE. UU.,95116,9761 Quaking Acres,37.36024094,-121.8450699
10831,Larry,Smith,Consumer,San Diego,CA,EE. UU.,92109,5707 Indian Barn Road,32.79521942,-117.2376556
7586,Christina,Sanchez,Consumer,La Mirada,CA,EE. UU.,90638,2205 Red Arbor,33.9031601,-117.9898758
